"Metier","J.aime.faire.des.experiences","J.aime.organiser..gerer","Je.suis.branche.high.tech","Enqueter..analyser.l.information..je.veux.en.faire.mon.travail","J.ai.le.sens.du.contact","J.aimerais.informer..communiquer","J.aime.bouger","J.aime.la.nature","Je.reve.d.un.metier.artistique","J.ai.la.bosse.du.commerce","J.aime.jongler.avec.les.chiffres","Je.veux.etre.aux.commandes","Je.veux.proteger.la.planete","Je.veux.travailler.de.mes.mains","Reparer..bricoler..j.adore.ca","J.aimerais.travailler.dehors","J.aime.les.sensations.fortes","Je.veux.etre.utile.aux.autres","Je.veux.faire.respecter.la.loi","Je.veux.m.occuper.d.animaux","Ma.vocation.est.de.soigner","Je.reve.de.travailler.a.l.etranger","Je.suis.fort.en.langues","J.aime.le.contact.avec.les.enfants","Le.sport.est.ma.passion","Chimie...Plasturgie...Industrie.pharmaceutique","Environnement","Fonction.publique","Commerce...Distribution","Communication...Publicite","Agriculture","Audit...Conseil...Ressources.humaines","Banque...Assurances....Immobilier","Architecture...BTP","Presse...Edition...imprimerie","Automobile","Construction.navale..ferroviaire.et.aeronautique","Electronique...Electrotechnique","Maintenance...Entretien","Telecommunications","Transport...Logistique","Mecanique...Metallurgie","Recherche","Culture...Patrimoine...Artisanat.d.art","Sport...Loisirs...Tourisme","Armee...Securite","Arts.du.spectacle...Audiovisuel","Sante...Social...Bien.etre","Agro.alimentaire","Energies.et.extraction","Enseignement...Formations","Hotellerie...Restauration","Informatique","Droit...Justice","Mode.et.industrie.textile","Bois...Meubles...Papier...Carton","Verre...Beton...Ceramique","bac...5","CAP.ou.equivalent","bac...3","bac...2","bac.ou.equivalent","bac...8","bac...4","sans.diplome","diplome.national.du.brevet","bac...6","bac...9.et.plus","X3e","bac...7","Statut.salarie","Statut.artisan","Statut.fonctionnaire","Liberal","Independant","Militaire","Intermittent.du.spectacle","Saisonnier","Contrat.de.volontariat","Salaire.debutant","diplome","diplome_num","X1","X2","km_cluster","cut_ward","cut_complete","jobs_id","ap_clusters"
"manager de risques",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3250,"bac...5",9,-3.33839723551508,-4.87349866443751,16,9,4,"356",3
"mandataire judiciaire",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2270,"bac...5",9,0.265534263208586,-26.0431543397315,21,4,4,"357",1
"manipulateur / manipulatrice en électroradiologie médicale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1466,"bac...3",7,-28.6717875451754,-30.5398772815474,39,19,13,"358",11
"maquettiste",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1600,"bac...2",6,10.1507913903994,32.1375287829919,5,27,17,"359",5
"maquilleur / maquilleuse artistique",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1466,"bac.ou.equivalent",4,19.07279097042,38.0725846449713,24,1,1,"360",5
"maraîcher / maraîchère",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1675,"CAP.ou.equivalent",3,-16.9995444607134,31.9744891563448,14,29,14,"361",6
"marchandiseur / marchandiseuse",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac...2",6,7.31734976822459,9.60299887431502,25,34,3,"362",12
"maréchal-ferrant / maréchale-ferrante",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1600,"CAP.ou.equivalent",3,-13.2093079244095,31.8168385884531,22,1,37,"363",6
"maroquinier / maroquinière",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,38.7651291370826,23.4838531813361,13,33,25,"364",2
"masseur / masseuse-kinésithérapeute",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1466,"bac...4",8,-32.3549750804307,-30.29287281936,39,19,34,"365",11
"matelot de la marine marchande",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,16.1993540166775,21.3550822923671,16,24,2,"366",12
"matelot à la pêche",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1500,"CAP.ou.equivalent",3,16.4228584570574,18.9917668453776,16,24,2,"367",12
"maçon / maçonne",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,26.6052740571601,20.6389231669591,3,16,1,"368",2
"maître / maîtresse d'hôtel",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1590,"bac.ou.equivalent",4,-1.63750462530093,23.4090264408114,33,7,6,"369",12
"maître-chien",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1466.62,"CAP.ou.equivalent",3,-9.8996043818335,-37.8524729449347,15,17,38,"370",1
"mécanicien / mécanicienne bateaux",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,30.8125783012693,15.5563162644478,26,10,7,"371",10
"mécanicien / mécanicienne d'entretien d'avion",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,30.7572042667863,14.5597469829167,26,23,7,"372",10
"mécanicien / mécanicienne et technicien / technicienne moto",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,37.7239851959837,12.5565225453533,26,10,7,"373",10
"mécanicien-outilleur / mécanicienne-outilleuse",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,33.2828600682368,1.03136133909313,26,23,7,"374",10
"mécanicien-réparateur / mécanicienne-réparatrice en matériel agricole",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,29.4408035657639,21.0530756091339,26,13,1,"375",2
"mécatronicien / mécatronicienne",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2900,"bac...3",7,31.5637265385197,0.138426756533326,23,12,7,"376",10
"médecin de secours en montagne",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4081,"bac...9.et.plus",13,-32.7229654447958,-35.0020412177136,39,22,34,"377",11
"médecin généraliste",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4081,"bac...9.et.plus",13,-34.381617221134,-35.4254750852979,39,22,13,"378",11
"médecin humanitaire",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,"bac...9.et.plus",13,-30.4722414428535,-38.2417645043611,39,19,34,"379",11
"médecin spécialiste",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3080,"bac...9.et.plus",13,-35.6704838951283,-34.6976461593005,39,22,13,"380",11
"médiateur / médiatrice scientifique",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1486,"bac...3",7,-15.1359190779682,-22.04530770355,6,28,5,"381",4
"médiateur familial / médiatrice familiale",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1466,"bac...3",7,-23.7923461996762,-21.5967017456417,16,9,4,"382",4
"menuisier / menuisière",0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,32.5974967977374,20.4353064593198,13,1,7,"383",2
"météorologiste",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1466,"bac...2",6,-26.1172072681592,-10.7218081389579,29,25,8,"384",8
"metteur / metteuse en scène",0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1960,"bac...3",7,12.5309675618214,40.9604781522701,20,32,22,"385",5
"microbiologiste",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2000,"bac...5",9,-35.5285682164283,-5.67247066930442,34,26,8,"386",7
"microtechnicien / microtechnicienne",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,31.4682486842469,8.35568713717823,26,23,7,"387",10
"militaire du rang (armée de terre)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1500,"X3e",1,-8.60778904096932,-41.7017939507063,10,37,31,"388",1
"militaire technicien / technicienne de l'air (MTA)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1500,"X3e",1,-8.43983369737922,-41.3294534799111,10,37,31,"389",1
"mixeur / mixeuse son",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,935,"bac...2",6,13.3667045239226,37.4363027365034,5,27,17,"390",5
"modéliste",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,41.2180750639108,22.3535614486132,13,33,25,"391",2
"modiste",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,39.4043444759617,24.7784485486619,24,1,25,"392",2
"moniteur / monitrice d'activités équestres",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1745,"bac.ou.equivalent",4,-11.5097363827747,26.0805878799313,9,21,39,"393",6
"moniteur / monitrice de ski",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2035,"bac...2",6,-10.7458193541355,26.10741893216,9,21,39,"394",6
"moniteur-éducateur / monitrice-éducatrice",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,-32.213222978175,-24.4161664653398,11,21,15,"395",11
"monteur / monteuse en installations thermiques et climatiques",0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,30.0668091477742,19.1062609319699,26,13,1,"396",2
"monteur / monteuse en réseaux de distribution électrique",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,25.5498967726156,11.5808809146411,3,16,1,"397",10
"monteur-câbleur / monteuse-câbleuse",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,33.6534043291708,2.79034599106884,26,23,7,"398",10
"mouleur-noyauteur / mouleuse-noyauteuse",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"CAP.ou.equivalent",3,31.8242287385733,12.8871811958314,26,23,7,"399",10
"musicien / musicienne",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1500,"bac.ou.equivalent",4,18.5610246674098,39.859964171097,20,32,21,"400",5
"neurobiologiste",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1907,"bac...8",12,-40.8907233207774,-7.34088490535974,34,26,8,"401",7
"notaire",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1800,"bac...7",11,-1.03720818970697,-27.4788855154926,16,9,4,"402",1
"océanologue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2200,"bac...5",9,-36.9758936484375,-2.1064249829197,34,26,8,"403",7
"oenologue",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2080,"bac...5",9,-9.56605536581266,-6.4019098643986,16,9,4,"404",3
"officier / officière de gendarmerie",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3000,"bac...5",9,-10.4947095316292,-44.336763928885,10,37,31,"405",1
"officier / officière de l'armée de l'air",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000,"bac...2",6,-9.10399162951406,-44.8129249898514,10,37,31,"406",1
"officier / officière de l'armée de terre",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1648,"bac...2",6,-8.53539825937039,-44.480883852881,10,37,31,"407",1
"officier / officière de la marine marchande",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2800,"bac...4",8,12.1556426240954,21.0487154459104,18,36,2,"408",12
"officier / officière de police",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1800,"bac...3",7,-13.469002766383,-37.8019932935798,10,37,31,"409",1
"officier de marine / officière de marine",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1648,"bac...2",6,-9.02947147175355,-44.1631109774435,10,37,31,"410",1
"officier marinier / officière marinière",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1466,"bac.ou.equivalent",4,-10.0399604848206,-40.9734351324239,10,37,31,"411",1
"opérateur / opératrice de raffinerie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1570,"bac.ou.equivalent",4,20.8584841820598,8.23636573680832,20,7,4,"412",10
"opérateur / opératrice prépresse",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1466,"bac.ou.equivalent",4,17.7546307181721,11.028087480449,5,27,17,"413",10
"opérateur / opératrice sur machine à commande numérique",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1700,"bac.ou.equivalent",4,32.2754598402561,0.551348764781244,23,12,7,"414",10
"opérateur et technicien / opératrice et technicienne en traitement des matériaux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1500,"bac.ou.equivalent",4,31.4402035331991,-2.08442962710791,16,6,4,"415",10
